,testde_1,testde_2,camelsde_111740,camelsde_111630
2010-11-10,,1.5740365,1.8062294,1.7893659
2010-11-11,,5.529299,7.2686644,7.55124
2010-11-12,,7.3071404,6.840868,6.371479
2010-11-13,,3.7889867,2.2128205,2.335175
2010-11-14,,0.74545693,0.4446268,0.50859475
2010-11-15,,11.703939,7.8934345,10.453451
2010-11-16,,10.235088,16.39651,14.6017065
2010-11-17,,4.814758,4.951603,3.8863378
2010-11-18,,1.5452483,1.3881481,1.2521025
2010-11-19,,1.4454203,1.5371523,1.2733392
2010-11-20,,1.4699942,1.12623,1.1422477
2010-11-21,,1.52312,3.041224,3.166518
2010-11-22,,5.914845,16.572115,16.864285
2010-11-23,,2.5544784,5.8608494,5.1712675
2010-11-24,,2.2030663,3.2158952,2.7589352
2010-11-25,,6.113101,3.845205,3.7139487
2010-11-26,,3.9796019,3.1465278,3.0748565
2010-11-27,,1.8657409,1.2525167,1.2325634
2010-11-28,,0.91524863,0.4811492,0.490345
2010-11-29,,5.372816,4.1074834,4.1074343
2010-11-30,,1.4362514,0.8005047,0.84781766
2010-12-01,,1.4843353,1.7631063,1.6191444
2010-12-02,,1.3226076,1.0770473,1.1127592
2010-12-03,,0.5211737,1.1273297,1.0556964
2010-12-04,,0.49151373,0.71988463,0.7124226
2010-12-05,,1.694941,2.1559305,2.174816
2010-12-06,,6.018445,8.055558,7.4253836
2010-12-07,,12.8506775,11.726118,12.144786
2010-12-08,,21.76935,8.898244,11.44423
2010-12-09,,5.1243644,4.811042,4.191128
2010-12-10,,4.2033634,3.9871712,3.4067142
2010-12-11,,18.081152,11.890728,14.523427
2010-12-12,,5.4517,5.561907,5.377504
2010-12-13,,1.4605395,1.0277529,0.93875897
2010-12-14,,2.839966,1.1605768,1.2210842
2010-12-15,,3.4756203,3.3464444,3.385109
2010-12-16,,1.3319502,1.0999188,1.1343486
2010-12-17,,1.8695512,2.0077949,1.8751016
2010-12-18,,0.8595114,0.5094397,0.49359727
2010-12-19,,4.2277136,4.314347,4.4937315
2010-12-20,,6.711315,6.9129963,6.6907334
2010-12-21,,5.1784616,2.610399,2.4814491
2010-12-22,,5.439618,4.4641604,4.0791883
2010-12-23,,4.3376455,2.7518978,2.8070433
2010-12-24,,6.6966157,7.745496,6.954731
2010-12-25,,3.754267,3.994841,3.6961908
2010-12-26,,1.7251834,0.9666337,0.92559016
2010-12-27,,1.7643063,1.1790551,1.1985327
2010-12-28,,1.8075463,1.075763,1.1368413
2010-12-29,,2.9056656,1.1143773,1.0322207
2010-12-30,,2.6204429,2.1400535,2.0618467
2010-12-31,,1.3199996,1.8940473,1.8439624
2011-01-01,,2.0397224,2.796327,2.7333772
2011-01-02,,1.222265,1.5288684,1.6141076
2011-01-03,,1.8329617,2.5245275,2.900287
2011-01-04,,0.5381031,0.98571336,1.004775
2011-01-05,,0.8232484,0.8192251,0.8658726
2011-01-06,,4.3941274,7.6936865,7.7576838
2011-01-07,,4.6359677,8.580842,9.462446
2011-01-08,,4.152467,4.72184,5.4712105
2011-01-09,,4.219965,3.2964525,3.9810705
2011-01-10,,3.111655,3.9854493,3.4015157
2011-01-11,,2.0841773,2.2146308,1.8946886
2011-01-12,,5.828335,6.709427,5.547482
2011-01-13,,22.501534,20.13249,19.457525
2011-01-14,,14.742588,10.410499,12.135867
2011-01-15,,4.885976,4.3254695,3.626163
2011-01-16,,1.727649,1.7690903,1.1576928
2011-01-17,,1.1209732,1.1763546,0.9143739
2011-01-18,,2.1896958,3.5783625,3.4839616
2011-01-19,,5.0198402,4.923781,6.042677
2011-01-20,,3.6505637,3.1000214,3.311443
2011-01-21,,1.8222945,1.5691044,2.0297823
2011-01-22,,0.9189589,1.032662,1.3530427
2011-01-23,,1.8611252,1.568993,2.0583942
2011-01-24,,2.0684366,3.1164572,3.8939629
2011-01-25,,3.8997035,2.4903522,1.2020985
2011-01-26,,9.157078,4.92609,3.611968
2011-01-27,,2.5205927,1.9372711,2.1973147
2011-01-28,,0.6378727,0.84906554,0.7201648
2011-01-29,,0.31965756,0.43687105,0.3290379
2011-01-30,,0.38574433,0.50191045,0.46848702
2011-01-31,,0.5062995,1.2669176,0.9297364
2011-02-01,,0.3078754,0.5965259,0.5100806
2011-02-02,,2.4735513,1.9609859,2.0285544
2011-02-03,,4.7864084,2.8428428,2.9250455
2011-02-04,,1.5404223,2.0974407,2.366996
2011-02-05,,2.066564,2.1902728,2.4214044
2011-02-06,,0.634171,0.2443471,0.3095894
2011-02-07,,0.25436473,0.23283863,0.20727944
2011-02-08,,1.3455244,1.7524568,1.636045
2011-02-09,,0.5313823,0.90635014,0.84342504
2011-02-10,,0.74593997,0.7385144,0.76755095
2011-02-11,,1.8514621,1.8708465,2.4205377
2011-02-12,,3.69107,2.4721637,3.47907
2011-02-13,,5.577896,1.1145165,1.3440616
2011-02-14,,2.4859316,0.7218108,0.8519249
2011-02-15,,1.8247247,0.79458284,0.83731747
2011-02-16,,0.49444652,0.4828279,0.47668242
2011-02-17,,0.90794826,1.4125117,1.5059797
2011-02-18,,0.9571556,1.5760374,1.649169
2011-02-19,,0.8935753,1.1414204,1.0844567
2011-02-20,,0.6957922,1.6069441,1.4529247
2011-02-21,,0.7256391,1.3367851,1.3173163
2011-02-22,,0.11891222,0.15917897,0.16699243
2011-02-23,,0.036813736,0.010160685,0.02504325
2011-02-24,,1.1066699,0.78346014,0.7448921
2011-02-25,,0.8985274,1.2649523,1.3383054
2011-02-26,,1.558438,0.37132835,0.3521781
2011-02-27,,3.7561796,3.9292603,3.346166
2011-02-28,,1.1122986,1.7824621,1.9403011
2011-03-01,,0.061323404,0.124367714,0.17591453
2011-03-02,,-0.02634573,0.06098652,0.051571846
2011-03-03,,0.26400828,0.35891366,0.36845684
2011-03-04,,0.111896515,0.21952915,0.24554062
2011-03-05,,0.19902062,0.1563654,0.17790294
2011-03-06,,1.2125965,2.699682,3.0308154
2011-03-07,,-0.20604873,-0.15146065,-0.12781096
2011-03-08,,0.03130126,0.053335667,0.0701499
2011-03-09,,0.4677329,0.29420614,0.34171724
2011-03-10,,0.6265602,1.2588419,1.1247993
2011-03-11,,0.93063843,0.92592275,0.8610306
2011-03-12,,0.29531574,0.2952447,0.27229238
2011-03-13,,0.85790396,1.2001255,1.1514717
2011-03-14,,0.8438039,0.93726075,1.2436043
2011-03-15,,0.11358976,0.14431429,0.093070984
2011-03-16,,0.78808165,1.7176669,1.3595654
2011-03-17,,3.062495,6.8760457,6.8707247
2011-03-18,,2.135894,3.9262252,3.2997177
2011-03-19,,1.4134463,1.3533765,1.2397314
2011-03-20,,0.03605151,0.08052659,0.05486822
2011-03-21,,0.14427352,0.21894145,0.2240653
2011-03-22,,0.09009361,0.13373208,0.1565082
2011-03-23,,0.20933628,0.2582109,0.25910354
2011-03-24,,0.1722784,0.14428449,0.1764586
2011-03-25,,0.15217638,0.22546983,0.23201871
2011-03-26,,0.7760258,0.6962576,0.7643492
2011-03-27,,0.39311814,1.5058984,1.1078607
2011-03-28,,0.4166305,1.0493586,1.1882507
2011-03-29,,0.10043049,0.09883714,0.11762953
2011-03-30,,0.6367166,0.88356316,0.95033026
2011-03-31,,6.0346,3.852613,3.6284416
2011-04-01,,1.696055,2.3119738,1.9523625
2011-04-02,,0.2099371,0.25658584,0.17747474
2011-04-03,,1.3076515,1.0569192,0.5858321
2011-04-04,,3.1121626,6.199026,6.807349
2011-04-05,,0.79143524,1.0052335,1.1464393
2011-04-06,,1.1721313,1.6151094,1.7003726
2011-04-07,,0.12367487,0.23938179,0.2317903
2011-04-08,,0.36440182,0.6384733,0.5417142
2011-04-09,,0.10067439,0.15605378,0.17725801
2011-04-10,,0.14193702,0.18078518,0.20506954
2011-04-11,,0.16661644,0.1957488,0.18705916
2011-04-12,,1.6607443,4.7452655,3.5727565
2011-04-13,,0.6963997,1.7874264,1.745066
2011-04-14,,0.34976673,0.5524664,0.51091504
2011-04-15,,0.40111113,0.6699374,0.58846116
2011-04-16,,0.82114315,0.8194766,0.849396
2011-04-17,,0.79465985,0.67687964,0.70281386
2011-04-18,,-0.025119781,0.06286645,0.03584981
2011-04-19,,0.08769989,0.18055534,0.14276981
2011-04-20,,0.12571931,0.14762068,0.21901989
2011-04-21,,0.27504277,0.22911406,0.20606923
2011-04-22,,0.23074222,0.41478038,0.33059502
2011-04-23,,0.115501165,0.30559492,0.30633855
2011-04-24,,0.52893734,0.5393717,0.41627336
2011-04-25,,-0.046564102,0.055433035,0.04302621
2011-04-26,,1.3473653,1.224054,1.6909992
2011-04-27,,4.7965846,3.2314985,5.1377954
2011-04-28,,2.7950382,2.8739572,2.8185015
2011-04-29,,0.38381648,0.35840154,0.3476007
2011-04-30,,0.22756171,0.20523357,0.21680212
2011-05-01,,0.2535715,0.90295327,0.762321
2011-05-02,,0.18980789,1.0476797,0.98782563
2011-05-03,,1.2809725,3.293338,5.3815846
2011-05-04,,0.26029468,0.48986244,0.61530423
2011-05-05,,-0.0648129,-0.03904009,0.016994953
2011-05-06,,0.062307358,0.0973835,0.12868309
2011-05-07,,0.16565323,0.14195275,0.1879096
2011-05-08,,0.05914688,0.10171747,0.13947988
2011-05-09,,0.043595552,0.08367777,0.08245611
2011-05-10,,0.24685192,0.2145412,0.2016151
2011-05-11,,1.4878887,0.9797363,1.792246
2011-05-12,,1.5579795,2.852226,4.0902514
2011-05-13,,-0.0779345,0.07285857,0.080215216
2011-05-14,,1.1655722,1.9872248,1.9788687
2011-05-15,,1.0241276,1.4107677,1.4954425
2011-05-16,,2.0292308,1.9331756,2.3281584
2011-05-17,,1.3050517,2.2629998,2.3766944
2011-05-18,,-0.079134226,0.17642903,0.13769317
2011-05-19,,0.4430077,0.5756469,0.60756874
2011-05-20,,0.5699556,2.2955537,2.116774
2011-05-21,,0.5206497,1.2258846,1.0195272
2011-05-22,,0.7176902,1.8326527,1.7456852
2011-05-23,,-0.09578681,0.050934076,0.030744791
2011-05-24,,0.08740997,0.24838328,0.24825907
2011-05-25,,-0.03719592,0.011988401,0.044617653
2011-05-26,,0.27949023,0.4752667,0.42874718
2011-05-27,,2.1820214,4.9889097,3.8032367
2011-05-28,,0.38705277,0.79854727,0.6984005
2011-05-29,,-0.02098012,0.061954975,0.035496473
2011-05-30,,-0.009701967,0.101576805,0.09209156
2011-05-31,,7.570035,8.599053,7.593686
2011-06-01,,12.994909,16.913076,19.310827
2011-06-02,,0.6279013,1.5879037,1.6947862
2011-06-03,,0.3848133,0.52248716,0.5038235
2011-06-04,,1.0165851,2.014252,1.8485545
2011-06-05,,5.287985,6.9236565,6.546996
2011-06-06,,5.7566233,9.485496,10.14963
2011-06-07,,3.3469877,2.03439,2.0862517
2011-06-08,,12.045879,7.376664,7.5899067
2011-06-09,,2.6979375,4.4670362,3.869286
2011-06-10,,0.9190546,2.9670384,2.5454588
2011-06-11,,1.0803578,2.8953965,2.776383
2011-06-12,,0.9834825,1.0335916,0.9513575
2011-06-13,,3.1210163,2.8971312,3.807372
2011-06-14,,3.1266606,1.3675193,2.881856
2011-06-15,,0.92072177,1.9553123,1.8455589
2011-06-16,,2.2630348,4.9071417,4.678834
2011-06-17,,2.2979357,7.942153,7.4094877
2011-06-18,,5.9606586,9.433006,8.4449835
2011-06-19,,2.28198,2.4900975,3.0126152
2011-06-20,,4.3888645,2.920913,3.1667347
2011-06-21,,2.3624177,1.3080437,1.3556509
2011-06-22,,9.521112,6.124712,6.401167
2011-06-23,,1.4332122,3.2870905,2.7743096
2011-06-24,,0.6998489,0.89697313,0.8480406
2011-06-25,,3.2786882,3.0086854,3.046364
2011-06-26,,1.0240228,1.4234871,1.3903742
2011-06-27,,-0.23355246,-0.14798832,-0.12616897
2011-06-28,,-0.094527245,0.0007123947,0.045735836
2011-06-29,,3.3209512,3.8941753,3.545474
2011-06-30,,2.619103,6.8912373,8.174585
2011-07-01,,0.58734536,2.4937167,2.307117
2011-07-02,,0.521718,1.7316397,1.2950797
2011-07-03,,0.9225749,3.5385401,2.8409836
2011-07-04,,0.40650558,0.77875805,0.908407
2011-07-05,,0.18069315,0.57070804,0.46039867
2011-07-06,,0.7744856,1.306844,0.9523879
2011-07-07,,4.792751,11.074218,9.41538
2011-07-08,,2.8097773,5.190448,5.95916
2011-07-09,,1.0047306,1.8250101,1.7940189
2011-07-10,,8.786634,4.7444887,4.8266325
2011-07-11,,1.9396315,1.7114242,1.7058209
2011-07-12,,0.24958324,0.5362425,0.5942259
2011-07-13,,13.322816,14.112122,14.257668
2011-07-14,,6.59001,5.7070255,5.251117
2011-07-15,,1.0420815,0.80696154,0.7184148
2011-07-16,,0.06508088,0.062258244,0.056610107
2011-07-17,,13.843561,9.2531185,9.20189
2011-07-18,,2.4629464,1.6834277,1.6177546
2011-07-19,,1.5145394,4.527071,3.9072816
2011-07-20,,14.50149,23.347506,22.907986
2011-07-21,,1.737064,2.4743543,2.567487
2011-07-22,,1.5764652,3.0677614,2.8294938
2011-07-23,,1.1455748,2.5474768,2.3708034
2011-07-24,,1.9455907,1.8588437,1.8841836
2011-07-25,,0.66078544,1.1746888,1.2155113
2011-07-26,,0.44022918,0.26096296,0.31970596
2011-07-27,,1.8657666,0.7267735,0.8201356
2011-07-28,,3.4472847,4.9785166,5.077157
2011-07-29,,2.7060897,5.8872747,5.5433044
2011-07-30,,2.8636174,8.935045,9.430658
2011-07-31,,2.9120982,4.3240657,4.4712324
2011-08-01,,1.7243899,2.474661,2.3447108
2011-08-02,,-0.054828644,0.17445636,0.21660686
2011-08-03,,1.6542847,1.7548447,1.8090479
2011-08-04,,2.7577345,5.7758255,5.536633
2011-08-05,,3.4269085,2.9878843,2.7578773
2011-08-06,,4.123966,3.6135204,2.9865313
2011-08-07,,8.503847,8.765971,8.955424
2011-08-08,,1.728043,1.5245502,1.8398356
2011-08-09,,1.962496,1.4774656,1.6740494
2011-08-10,,1.5864997,1.4679251,1.7282037
2011-08-11,,0.5433929,0.5683377,0.5995798
2011-08-12,,2.9236345,1.2426658,1.6162914
2011-08-13,,3.4629173,3.3995068,4.5149093
2011-08-14,,6.8665657,3.8606749,6.160926
2011-08-15,,7.1535664,10.740338,10.571561
2011-08-16,,1.4919819,2.7671657,1.9443598
2011-08-17,,0.25980783,0.3647399,0.34419417
2011-08-18,,0.5883739,1.2151293,0.9959837
2011-08-19,,2.5319698,8.194926,7.966238
2011-08-20,,0.2015655,1.3379916,1.2137604
2011-08-21,,1.147567,1.0596977,1.0485028
2011-08-22,,0.8715327,1.002932,0.99728286
2011-08-23,,0.15707302,0.3878796,0.35060978
2011-08-24,,1.211173,2.3186302,1.9465835
2011-08-25,,2.329873,1.8978124,1.6378777
2011-08-26,,1.3860706,0.90845037,0.82769656
2011-08-27,,9.82259,11.286375,10.055537
2011-08-28,,1.2430778,0.7836206,0.7489116
2011-08-29,,1.2462939,1.2344927,1.0690622
2011-08-30,,1.2738901,1.2716032,1.1222515
2011-08-31,,0.5967026,0.4294381,0.43735933
2011-09-01,,0.094907045,0.57199955,0.48921156
2011-09-02,,0.8719666,1.0095508,0.93685544
2011-09-03,,0.41543245,0.50192547,0.4630587
2011-09-04,,3.8170538,5.1838264,4.481256
2011-09-05,,4.1221366,8.680368,8.892694
2011-09-06,,0.33371925,0.54686975,0.53280807
2011-09-07,,5.109008,4.9559793,5.017132
2011-09-08,,4.638279,5.9604607,5.186195
2011-09-09,,2.9228108,3.2841258,2.6897566
2011-09-10,,1.0565408,1.2114563,1.0500008
2011-09-11,,2.0880134,1.0500796,0.93619025
2011-09-12,,1.7946218,2.0110765,2.0632772
2011-09-13,,1.9786999,1.8657924,1.9431639
2011-09-14,,0.06048417,0.7662897,0.6185441
2011-09-15,,0.1099484,0.04096341,0.05214715
2011-09-16,,0.22645068,0.3298533,0.31035995
2011-09-17,,1.5294605,2.6600223,2.4519594
2011-09-18,,4.9865537,14.788961,14.705312
2011-09-19,,0.76015997,3.110674,3.1341686
2011-09-20,,0.39354324,0.80515504,0.7858553
2011-09-21,,0.13796759,0.5562594,0.55433583
2011-09-22,,1.0553563,1.5625489,1.4203831
2011-09-23,,0.51713395,0.93404686,0.83098626
2011-09-24,,0.05591297,0.06532264,0.07091713
2011-09-25,,0.23484421,0.24183369,0.25174594
2011-09-26,,0.23801208,0.21746683,0.24238062
2011-09-27,,0.48217177,0.32422328,0.35720396
2011-09-28,,0.1085217,0.1843636,0.19792032
2011-09-29,,0.11567497,0.22177982,0.21500015
2011-09-30,,0.16367221,0.09302449,0.11913538
2011-10-01,,0.27426815,0.30155706,0.3044405
2011-10-02,,0.25083947,0.3369143,0.322428
2011-10-03,,0.18801594,0.29491377,0.31576538
2011-10-04,,0.16113496,0.12588024,0.149513
2011-10-05,,2.688454,3.2664685,3.0897806
2011-10-06,,3.638248,2.1997395,1.9200878
2011-10-07,,5.6504526,11.64483,10.544009
2011-10-08,,4.022308,7.467149,7.177843
2011-10-09,,2.8081248,4.754362,4.5382314
2011-10-10,,4.663046,4.711316,4.8937654
2011-10-11,,2.1102831,1.8885521,2.684958
2011-10-12,,3.2835827,2.9457262,3.268004
2011-10-13,,1.774727,1.5518494,1.3893837
2011-10-14,,0.041971207,0.18340135,0.17303562
2011-10-15,,-0.060133934,0.0031454563,0.022682428
2011-10-16,,0.11405897,0.11518192,0.13794518
2011-10-17,,1.1660445,1.089329,1.1803044
2011-10-18,,1.1477295,0.2940235,0.3414719
2011-10-19,,13.916764,16.492672,14.757914
2011-10-20,,1.147693,3.398573,2.935753
2011-10-21,,1.1491618,1.4360651,1.3709028
2011-10-22,,0.084300995,0.21619582,0.21670675
2011-10-23,,0.09318757,0.3212123,0.29466724
2011-10-24,,0.22505188,0.19327688,0.19668436
2011-10-25,,0.4980023,0.7191987,0.57204366
2011-10-26,,0.21937537,0.33956027,0.32229185
2011-10-27,,0.5598695,0.91489184,0.91558826
2011-10-28,,0.35064316,0.6130786,0.5327389
2011-10-29,,0.48813343,0.37489247,0.38659024
2011-10-30,,0.8020158,0.4870665,0.50734663
2011-10-31,,0.642004,1.2802598,0.9271778
2011-11-01,,0.19103527,0.338737,0.30776477
2011-11-02,,0.55147433,0.64059734,0.665807
2011-11-03,,0.9318274,0.3403442,0.35147285
2011-11-04,,1.3183296,0.3518939,0.3811791
2011-11-05,,0.45455313,0.3016286,0.32354426
2011-11-06,,0.8548107,0.27241325,0.30414104
2011-11-07,,2.6840785,1.0789568,0.9944533
2011-11-08,,2.4868293,0.8766465,0.75709057
2011-11-09,,2.6941962,1.2052042,1.1489437
2011-11-10,,2.374791,1.4581273,1.5357153
2011-11-11,,1.318348,0.7816329,0.7979944
2011-11-12,,0.15951681,0.046030045,0.09131718
2011-11-13,,0.3690753,0.2323935,0.2163372
2011-11-14,,0.36080813,0.48121834,0.4529333
2011-11-15,,0.2802763,0.48022175,0.4218874
2011-11-16,,0.16880584,0.4491763,0.4024129
2011-11-17,,0.92218184,0.57171035,0.60590506
2011-11-18,,0.64422226,0.8037312,0.82642674
2011-11-19,,0.31414652,0.26102352,0.27700257
2011-11-20,,0.56153893,0.50944257,0.51024294
2011-11-21,,0.3697276,0.23673844,0.23575759
2011-11-22,,0.4271295,0.2277348,0.22562957
2011-11-23,,0.2684288,0.3998704,0.35514712
2011-11-24,,0.28520298,0.24313927,0.27387738
2011-11-25,,0.4009769,0.20311642,0.2172668
2011-11-26,,1.4263963,0.90586436,0.8861755
2011-11-27,,0.7099278,0.38950634,0.4387555
2011-11-28,,0.76018333,0.6707754,0.81058574
2011-11-29,,0.38729405,0.26033878,0.29630995
2011-11-30,,0.9512092,1.8156421,1.632964
2011-12-01,,0.7421546,0.9510007,1.0312719
2011-12-02,,0.58961344,1.2674301,0.9565737
2011-12-03,,2.5834131,4.0104795,3.944127
2011-12-04,,6.203011,5.3980536,6.5110598
2011-12-05,,6.438833,3.1232455,3.5137277
2011-12-06,,5.460968,10.203667,10.573173
2011-12-07,,3.3041482,16.191467,13.84629
2011-12-08,,1.3749204,1.2385371,1.3657346
2011-12-09,,15.634051,7.7216644,7.164756
2011-12-10,,2.757194,7.479164,5.605254
2011-12-11,,0.7318866,1.2946231,1.057534
2011-12-12,,1.2414879,2.8757226,2.3926325
2011-12-13,,1.9930013,1.5720665,1.6036464
2011-12-14,,0.99924684,1.03223,1.1533467
2011-12-15,,2.6196027,3.7706072,4.01317
2011-12-16,,14.528345,14.299165,15.9169
2011-12-17,,8.317236,5.6195135,5.136784
2011-12-18,,3.4310076,2.1116543,1.9595401
2011-12-19,,1.5766888,1.2519479,1.3627539
2011-12-20,,4.240344,3.2960362,3.2399662
2011-12-21,,4.2623477,3.4362154,3.8045137
2011-12-22,,6.2269144,12.447784,12.768519
2011-12-23,,6.1327524,9.507909,7.57918
2011-12-24,,3.6296437,4.637894,3.2112408
2011-12-25,,4.948342,6.103345,4.95022
2011-12-26,,1.6020154,1.7874045,1.5041008
2011-12-27,,1.0637738,1.0548757,0.9770806
2011-12-28,,0.43758702,0.476377,0.51222444
2011-12-29,,2.3726876,2.020549,2.3919435
2011-12-30,,5.3137712,4.8620114,5.8891706
2011-12-31,,9.923037,11.548526,12.048205
2012-01-01,,10.600375,9.662661,7.8460693
2012-01-02,,6.7782016,3.626186,2.9169672
2012-01-03,,4.611289,2.7738254,2.5931385
2012-01-04,,8.715597,7.68174,7.1742907
2012-01-05,,13.766972,12.648318,15.871891
2012-01-06,,3.8291168,6.3068686,5.4698505
2012-01-07,,10.626558,8.267103,7.5426455
2012-01-08,,6.3498716,9.137169,8.379692
2012-01-09,,6.322122,3.7001338,3.241295
2012-01-10,,2.261004,2.0889986,1.7005811
2012-01-11,,3.0118186,1.68866,1.4572867
2012-01-12,,1.558949,0.7424464,0.7391014
2012-01-13,,0.75866246,1.4799927,1.4307137
2012-01-14,,0.63826084,1.4340364,1.415782
2012-01-15,,0.8736582,1.1113963,1.1058283
2012-01-16,,0.034581423,0.024250269,0.02707386
2012-01-17,,0.20708036,0.14506888,0.17202067
2012-01-18,,0.6887529,0.41090775,0.4719591
2012-01-19,,10.165213,9.892614,12.457226
2012-01-20,,10.196299,11.421706,11.513252
2012-01-21,,15.014179,15.885305,16.5598
2012-01-22,,10.108082,12.786674,11.429574
2012-01-23,,2.4195237,4.4270725,3.0343723
2012-01-24,,3.1137035,4.554527,4.029372
2012-01-25,,3.1479936,2.8476896,2.9819357
2012-01-26,,0.54732156,0.5087993,0.46427584
2012-01-27,,2.130852,4.3402224,3.9017787
2012-01-28,,1.0305055,2.0843058,1.8700684
2012-01-29,,1.133298,2.9260452,2.814626
2012-01-30,,0.734926,1.1678573,1.0531185
2012-01-31,,0.49902916,0.8616874,0.5910721
2012-02-01,,-0.11343503,0.20114374,0.11511731
2012-02-02,,-0.12156081,0.25100255,0.198102
2012-02-03,,-0.18838239,-0.09444213,-0.106934786
2012-02-04,,-0.043972015,0.21160126,0.24520707
2012-02-05,,-0.18414617,-0.020758867,-0.022824764
2012-02-06,,-0.1376481,0.061024427,0.05301237
2012-02-07,,0.40731573,0.708524,0.79264426
2012-02-08,,-0.002090454,0.034440517,0.04476714
2012-02-09,,0.109074354,0.31423664,0.3222854
2012-02-10,,0.19782329,0.4501965,0.4471171
2012-02-11,,-0.11706519,0.024955511,-0.012637377
2012-02-12,,-0.07273936,0.1461978,0.104141474
2012-02-13,,2.7196958,2.0768778,2.3880117
2012-02-14,,1.6530182,1.6070595,1.6356742
2012-02-15,,2.4760373,2.266809,1.9587939
2012-02-16,,1.9097972,1.1901133,1.1456747
2012-02-17,,3.4696107,3.8957314,3.840238
2012-02-18,,5.0438614,4.38531,3.9560797
2012-02-19,,2.2944136,3.7232912,3.1922767
2012-02-20,,0.8946159,2.0962563,1.7994148
2012-02-21,,0.25845098,0.336833,0.3177817
2012-02-22,,0.26374722,0.38276577,0.33683228
2012-02-23,,3.2768612,4.1730123,3.6336114
2012-02-24,,0.91638184,1.3361297,1.2034202
2012-02-25,,1.4750798,3.6299858,3.6541846
2012-02-26,,1.1790128,2.311656,2.2156901
2012-02-27,,1.5740398,2.8215668,2.6716607
2012-02-28,,1.8845685,3.9440062,4.024277
2012-02-29,,1.3991461,2.3677607,2.3548455
2012-03-01,,0.7258992,1.0575032,1.0707563
2012-03-02,,2.4430676,2.7918482,2.8697727
2012-03-03,,1.4178945,1.1665834,1.1386969
2012-03-04,,2.1490743,1.9269346,1.8526696
2012-03-05,,3.2131865,2.423218,2.2466803
2012-03-06,,0.76533127,0.8750248,0.81907487
2012-03-07,,1.8124166,0.6954601,0.72766805
2012-03-08,,5.789942,3.8245234,4.0487795
2012-03-09,,1.3589966,1.1467496,1.1750522
2012-03-10,,1.8219789,0.9697379,1.0358315
2012-03-11,,2.042304,1.8078424,1.7646697
2012-03-12,,1.8216196,1.4898155,1.3246973
2012-03-13,,1.3118036,1.1478536,1.132494
2012-03-14,,0.5743456,0.20374727,0.25562668
2012-03-15,,0.06372976,0.23536682,0.20304346
2012-03-16,,0.12849092,0.17579246,0.17495584
2012-03-17,,0.2845099,0.38286877,0.35746312
2012-03-18,,1.982893,5.1298647,3.2869856
2012-03-19,,0.55048513,3.2733874,3.3622484
2012-03-20,,0.03984523,0.38903713,0.33575273
2012-03-21,,0.09613657,0.18584919,0.1912849
2012-03-22,,0.120093346,0.14931679,0.16636348
2012-03-23,,0.22423816,0.30906773,0.2905681
2012-03-24,,0.3702464,0.36683798,0.36008906
2012-03-25,,0.14511251,0.21421814,0.22567844
2012-03-26,,0.08222079,0.14994407,0.13925886
2012-03-27,,0.17038894,0.19097042,0.20320535
2012-03-28,,0.14844847,0.22237396,0.2317121
2012-03-29,,0.5847118,0.77465844,0.7808325
2012-03-30,,2.7072644,3.8667479,3.4489353
2012-03-31,,2.2042427,2.1815255,2.2559333
2012-04-01,,0.02730465,0.2250092,0.19949651
2012-04-02,,0.4992125,0.4448521,0.44611454
2012-04-03,,0.40873647,0.6624098,0.5607846
2012-04-04,,1.9320064,6.525191,4.3042545
2012-04-05,,1.7009658,6.63676,7.058872
2012-04-06,,1.0625105,3.3199477,3.8019617
2012-04-07,,0.9411869,2.3459392,2.2440684
2012-04-08,,0.44124818,1.1955959,1.0704422
2012-04-09,,2.784697,2.5944476,2.7618384
2012-04-10,,1.9709576,0.8761895,0.84547305
2012-04-11,,5.6461425,5.514974,4.5663047
2012-04-12,,0.97187257,0.7438328,0.6820173
2012-04-13,,0.3411715,0.46584558,0.38396168
2012-04-14,,0.52125525,1.2321602,1.1125269
2012-04-15,,1.1059828,3.2799737,2.7348537
2012-04-16,,1.4077852,2.3443666,1.8331623
2012-04-17,,0.31504202,0.7174654,0.76374626
2012-04-18,,1.349288,1.4019337,1.5558954
2012-04-19,,0.5040858,0.3180325,0.3105936
2012-04-20,,0.94273627,1.6088579,1.5798807
2012-04-21,,4.203579,3.5034087,3.5155663
2012-04-22,,3.3094733,4.793349,4.353769
2012-04-23,,2.7090266,1.8699327,1.6709993
2012-04-24,,3.7975795,5.338599,5.8028793
2012-04-25,,1.7195754,1.8316556,2.229185
2012-04-26,,1.7152792,1.4245738,1.5951109
2012-04-27,,0.6161065,0.22457647,0.22759819
2012-04-28,,-0.015832901,0.094650984,0.10922265
2012-04-29,,1.7318577,2.0206451,2.1797457
2012-04-30,,0.49830985,0.54590297,0.54384947
2012-05-01,,1.3528386,2.0020463,1.814556
2012-05-02,,0.8795097,0.81108904,0.7562611
2012-05-03,,1.4636502,0.9081631,0.801605
2012-05-04,,0.09879589,0.3893602,0.231745
2012-05-05,,6.733856,8.191837,8.875566
2012-05-06,,4.023573,5.2156944,6.9909744
2012-05-07,,2.4805336,3.6564808,3.506713
2012-05-08,,0.5270088,0.8284478,0.85918
2012-05-09,,2.6409817,2.583498,2.5970743
2012-05-10,,0.5899186,0.6207812,0.5750985
